genome_id	catalog_num	portal_name
62b76a882d094926	12016	Geobacillus stearothermophilus
9822b6d85c9e41c7	12022	Shigella flexneri
c2144bd3654b4b0b	12033	Shigella boydii
e850653c05044f81	12034	Shigella boydii
dd68b3a267e949f7	12036	Escherichia coli
603966b1ed08439f	12037	Shigella dysenteriae
68a9751dd689497b	12084	Halomonas halodenitrificans
1e1ddec52b564001	12204	Streptococcus pyogenes
ad26a789e7ca4289	12209	Cellvibrio vulgaris
cc41e4e3d566430d	12213	Streptococcus pneumoniae
ff163e3fa4814c43	12224	Vibrio cholerae
92f34e2625c04f4d	12315	Lactobacillus delbrueckii subsp. lactis
e7752677a42643ef	12325	Salmonella enterica subsp. diarizonae
90067354c8884e45	12384	Streptococcus pyogenes
bec9b564547e47e7	12392	Streptococcus sp.
c0b8add20793486c	12401	Streptococcus agalactiae
a31555d6160245b5	12435	Escherichia coli
2024a871828a4f61	12633	Pseudomonas putida
8e70773b7342451b	12642	Veillonella atypica
dab77664c8d44563	12742	Bordetella pertussis
d5c9b2ba7a014867	12905	Lysinibacillus macroides
f15238f8c06c43c1	12915	Clostridium perfringens
04a80c0d6fc443fc	12917	Clostridium perfringens
1d1eb743a59e4cf9	13077	Neisseria meningitidis
e1935d7092c5434d	13090	Neisseria meningitidis
a1200370d3ff4dd8	13119	Neisseria flavescens
c9e7826aae884428	132	Klebsiella pneumoniae subsp. pneumoniae
9d6ae9bdd1d34ec1	13314	Salmonella enterica subsp. arizonae
f59ddd88695e4962	13511	Halomonas halodenitrificans
dada25c864b44f03	13513	Staphylococcus cohnii subsp. cohnii
8e97025437424671	13543	Paracoccus denitrificans
a244069c70e94ac5	13565	Staphylococcus aureus
621232a45cfe49a8	13727	Arthrobacter ramosus
6c19608ef19b45d6	13758	Mycobacterium salmoniphilum
f98b60b591ed4d1e	13881	Sporosarcina ureae
5806c112240e41eb	13882	Klebsiella pneumoniae subsp. pneumoniae
be9d5f8f7ae64fc7	13925	Sphaerotilus sp.
bae1a05b61cc4c57	13926	Sphaerotilus sp.
d924f82b4f14472a	13929	Sphaerotilus sp.
593ef8a640d04ee9	13930	Agromyces mediolanus
8713dbb817774c42	13945	Burkholderia cenocepacia
ad0a1fdbd71149e7	14025	Enterococcus avium
814482244337467e	14028	Salmonella enterica subsp. enterica serovar Typhimurium
8eee572f6b64480c	14033	Vibrio cholerae
4762a1df84684ac8	14035	Vibrio cholerae
0cef0cb23fff443e	14102	Vibrio cholerae
e35b0ae6f79244b5	14103	Vibrio cholerae
497973867f374cde	14150	Pseudomonas fluorescens
03e61b3df546418d	14153	Proteus mirabilis
0a81571c56bd46d0	14221	Neisseria subflava
08f33f8a08034e6a	14365	Lactococcus cremoris
7e7952e02d0d46d9	14455	Bordetella bronchiseptica
8f140381337441c0	14468	Mycobacterium smegmatis
7bfb2f69417349a0	14474	Mycobacterium flavescens
cd0eaca6203e4c11	14480	Rhizobium leguminosarum
304992dc67024776	14501	Clostridium innocuum
138fd0a03ba140f3	14506	Enterococcus faecalis
8eb50b37a1e84d82	14563	Desulfovibrio alaskensis
2c7694c56e2441f3	14577	Lysinibacillus sphaericus
f78998fbab984571	14579	Bacillus cereus
025f30858d144748	14582	Vibrio alginolyticus
7c35dfcfb5864f4b	14629	Nocardia otitidiscaviarum
d2b31598ad9b435f	14659	Moraxella caviae
20474abdd97a49b3	14667	Curvibacter delicatus
db15e0aa44f74674	14931	Limosilactobacillus fermentum
e7f08bddd1d547d8	14932	Lactobacillus fermentum
84d95447a6c84bee	14955	Finegoldia magna
f8d6da1604dd41cc	14990	Staphylococcus epidermidis
fda1ead3165c47db	15032	Prevotella intermedia
6316d4dc9fa84d9e	15245	Bacillus subtilis
9299cae414b54a4c	15257	Caulobacter fusiformis
cc657366f4984a81	15279	Aquaspirillum putridiconchylium
4adc1bfedec9463d	15290	Proteus mirabilis
22ff73bb1de442b1	15313	Listeria monocytogenes
6d9dc0c78445421b	15356	Bdellovibrio bacteriovorus
a80e1b7634614c5a	15361	Enterobacter asburiae
6c2e5b66e6a14e0d	15363	Proteus mirabilis
80a58af93fe34c0f	15466	Thiomonas intermedia
6370f70caeda469e	15469	Edwardsiella tarda
17c03058ca1c4293	15483	Mycobacterium vaccae
50ba877b9ad84885	15554	Alcaligenes faecalis subsp. faecalis
851217cbaf9b45ef	15579	Clostridium sporogenes
16fc238809904add	15677	Corynebacterium kutscheri
05caff30ac72477f	15692	Pseudomonas aeruginosa
dd510ae11116423d	15722	Streptomyces olivaceiscleroticus
4bb74d56e3244b69	15734	Laceyella sacchari
7d59e7080a9d4bef	15754	Mycobacterium gastri
7f780bd7a466483e	15820	Lacticaseibacillus zeae
cc0111a746624790	15841	Bacillus amyloliquefaciens
ac2d955961d34ddf	15864	Streptomyces globisporus subsp. globisporus
cda0876cbac540be	15912	Streptococcus parasanguinis
27d17d46257b4e87	15957	Kocuria rhizophila
feaafeda0b7b431a	15992	Salmonella enterica subsp. enterica serovar Menden
5e7b336ac9c7422d	167	Salmonella enterica subsp. enterica serovar Typhi
3499b00b09c243ba	17026	Cereibacter johrii
ab8a0b9f9ab94107	17476	Delftia acidovorans
5838069b65274050	17645	Pseudomonas aeruginosa
d77784baf87c4b08	17673	Stenotrophomonas maltophilia
d4b95a4ae8af4a42	17675	Stenotrophomonas maltophilia
cf559bc487264772	17677	Stenotrophomonas maltophilia
20797ae6ab2343fe	17679	Stenotrophomonas maltophilia
4938a01744974308	17743	Veillonella rodentium
31c1835c591f4d6d	17747	Veillonella criceti
ff90e0b533f24276	17750	Vibrio alginolyticus
530e3801bc3640cc	17753	Megasphaera elsdenii
ae95d771cf08406c	17806	Stenotrophomonas maltophilia
84d54ee9a2c04b76	17905	Acinetobacter sp.
28d0500fe3de4a5c	17908	Acinetobacter junii
a128f52d2e9540fe	17913	Acinetobacter haemolyticus
bc4b7183d76b435d	17957	Acinetobacter baumannii
c8693ffc87b94f27	17960	Oligella urethralis
aee6dcaac30c4b5c	17968	Acinetobacter sp genomospecies 9
5b0776a27ea64a94	17976	Acinetobacter indicus
3a24480a47434a9a	17985	Acinetobacter lwoffii
6e1f8d916ad646c2	17991	Serratia marcescens
93bf5de599aa4828	18	Bacillus safensis
c1e42f300b72450e	186	Kocuria rosea
cd378caeabdb4c8f	19	Bordetella bronchiseptica
d3ef57d680ba48a7	19001	Acinetobacter junii
53abe0bee6cc4a7c	19003	Acinetobacter baumannii
7dadc788726345d1	19039	Actinomyces naeslundii
c5607e8e6c8d4987	19041	Marinilabilia salmonicolor
e3396b19c04541ed	19077	Mycobacterium avium
7e46c3883be6437f	19095	Staphylococcus aureus
08c0386c6c7c4eb4	19108	Vibrio sp.
49b345b93aa844a5	19169	Fibrobacter succinogenes subsp. succinogenes
f23d81ac4c2d46dd	19172	Deinococcus radiopugnans
c10184f29e83465d	19187	Acinetobacter baumannii
22f0fa9d5b674ba7	19205	Selenomonas ruminantium subsp. lactilytica
5895115c13774500	19214	Salmonella enterica subsp. enterica serovar Typhi
a59da83600b44a3e	19237	Mycobacterium chelonae chemovar niacinogenes
7b4e8317315e41e2	19246	Actinomyces oris
5970fd65f2614758	19250	Mycobacterium xenopi
9a78342f0bf74bb5	19262	Pseudoalteromonas atlantica
ee6b43679e9e40b2	19304	Pseudomonas amygdali
388ae367e4c34d80	19326	Leeuwenhoekiella marinoflava
27c47ba880494492	19340	Mycobacterium diernhoferi
397b167fcb6d4da2	19367	Paracoccus denitrificans
c4478d6c4b4240a3	19398	Clostridium butyricum
017d34a1eecf4bfc	19402	Clostridium novyi
5ada8cf4050045b8	19412	Corynebacterium renale
6ff3c65d4d9e489b	19421	Mycobacterium avium subsp. avium
6b6117d4e17f414f	19424	Neisseria gonorrhoeae
46f315c05bdd40eb	19429	Pseudomonas aeruginosa
b6890c9e9268452d	19434	Enterococcus faecium
f6e4f64dbea64019	19529	Mycobacterium thermoresistibile
10cbc5ec3605447d	19535	Mycobacterium chelonae
0633d8cbf2914a1a	19573	Neisseria animalis
874b02f1c4e14ed8	19574	Clostridium perfringens
86cfe9b217514368	19582	Pseudomonas aeruginosa
ec649a0288744292	19618	Streptomyces pseudoechinosporeus
09319b12c56741dd	19637	Bacillus cereus
b01362b7f2804f42	19693	Neisseria mucosa
92d42bfe33ea44a8	19724	Streptomyces althioticus
7c50a35309734481	19854	Cellulophaga sp.
8a54fbf82e724646	19950	Enterococcus faecium
fd66bc78942e4007	19975	Moraxella nonliquefaciens
d65c95e0e3984020	19992	Lactobacillus paragasseri
a83924722a814755	212	Achromobacter xylosoxidans
a5c7581ac6f04273	21215	Klebsiella pneumoniae subsp. pneumoniae
c481d626a2f14402	21437	Leuconostoc citreum
2ccf6fde3dec49ca	21439	Pseudomonas sp.
2e8d7f3c61104899	21548	Streptococcus pyogenes
97c99fbef5724bae	21633	Streptoverticillium verticillium subsp. tsukushiense
dee7eb571cef47af	21825	Neisseria gonorrhoeae
3851c30da9fc45eb	21921	Ensifer adhaerens
4273a71c6e9d4ece	21953	Rhodococcus sp.
f160c6aeb9ae42e5	21988	Achromobacter denitrificans
9b8b706b8c444a5b	23005	Mycobacterium vaccae
df6253a3035242f8	23014	Mycobacterium vaccae
81e8dc048df94876	23044	Mycobacterium abscessus
e23638c026694e3a	23045	Mycobacterium abscessus
bdf8744bf30f4323	23055	Acinetobacter calcoaceticus
cbd701a4b9774469	23064	Mycoplasma salivarium
f156134239dc487c	23069	Mycobacterium neoaurum
5284cd3b2eaf4106	23079	Flexibacter flexilis
0792a591d4ce4c8e	23103	Thermoflexibacter ruber
d219944591164677	23206	Acholeplasma laidlawii
a9e4853483574cd3	23221	Acinetobacter lwoffii
cdc3f5168aae4705	23232	Escherichia coli
6547647b5a0f460d	23246	Moraxella veridica
d9d63487336247da	23271	Lactobacillus fermentum
4233abc7a47a4737	23330	Kingella kingae
6c0d170699d34c6a	23331	Kingella kingae
d07102c5ffb24b8c	23348	Corynebacterium minutissimum
8a2a6b30b77a4e80	23366	Mycobacterium aurum
b0d450f678a3424a	23409	Mycobacterium gordonae
be8fe424669545af	23459	Brucella neotomae
c39e8232e74c48f6	23577	Xanthomonas campestris pathovar thirumalacharii
beba76b6ec514c72	23636	Mycoplasma buccale
1aa5d7d2d0b1424a	23657	Edwardsiella tarda
66acca6a657242fa	23716	Escherichia coli
d0871a6cafdc4ea5	23769	Komagataeibacter hansenii
842797e802754af1	23875	Streptomyces albogriseolus
94ee9ee46a9d4bfe	23915	Streptomyces globisporus
a9cd971d2b544307	23996	Pseudomonas aeruginosa
3762bb5a76164d4e	23999	Pseudomonas aeruginosa
a67b99970e1a49ec	25079	Geodermatophilus obscurus
eb174f6be0fe4fc3	25100	Mycobacterium kansasii
b23494882d8c4142	25178	Staphylococcus aureus
a80338e5ae264119	25199	Myxococcus fulvus
5452f81018684a38	25200	Myxococcus sp.
e42bae6724064866	25207	Cupriavidus necator
1ec96d49cc764e91	25245	Lysobacter sp.
1b39b56f2883455c	25246	Lysobacter sp.
4f9f50a15b494ceb	25285	Bacteroides fragilis
5415e8eb5ceb47da	25286	Fusobacterium necrophorum subsp. necrophorum
6d106fed56314878	25296	Rothia mucilaginosa
32f5781e8d774865	25297	Acinetobacter sp.
3400d9e516274dd1	25364	Paracoccus versutus
9750b909245e4ccc	25400	Listeria grayi
79b2a2e0ddd04b6f	25404	Escherichia coli
d52c615fbc8d471d	25409	Citrobacter koseri
e238193968dd4b07	25410	Citrobacter koseri
21e0d6e3824f46e8	25422	Streptomyces albidoflavus
2f2eccc73406405b	25533	Fusobacterium russii
1f820e0bbcf7429e	25552	Eubacterium multiforme
19a10b83ba804af2	25556	Fusobacterium necrogenes
4cf45ccf8b2b4a1a	25563	Fusobacterium gonidiaformans
054da8f884e84d96	25582	Thomasclavelia ramosa
1e4b17f4cdf94c9d	25598	Lactobacillus casei subsp. pseudoplantarum
db7405db735e4cce	25615	Staphylococcus hominis subsp. hominis
13e6a0920e404070	25619	Pseudomonas aeruginosa
a98071646d054737	25758	Clostridium novyi
bf44d0588f784290	25776	Clostridium malenominatum
1236dfb00dc54a8d	25780	Clostridium paraputrificum
ccb5dc3efd2244f8	25783	Clostridium cadaveris
6.97952E+15	25874	Vibrio cholerae
36fd786e4b8049c5	25916	Listonella pelagia
75cdfd911fb1444b	25917	Vibrio nereis
89c4f126c55c4592	25927	Obesumbacterium proteus
387cc7e495354e59	25932	Providencia rettgeri
6c6767a42ad2485d	25960	Mycoplasma pirum
e062d07a7d334538	25962	Bifidobacterium longum subsp. infantis
749441eb0f584b87	262	Pseudomonas aeruginosa
e760ee4c7b8849a9	27010	Corynebacterium diphtheriae
b9eb13405ccb4524	27023	Mycobacterium obuense
935f67eef2ee4734	27024	Mycobacterium rhodesiae
67712364bd0a49b0	27026	Citrobacter koseri
77560513c29c46bc	27028	Citrobacter koseri
9a3c104a2bc94851	27043	Vibrio nigripulchritudo
5b09f6ac54504d8d	27044	Actinomyces oris
f1687c8a71c84c8e	27061	Achromobacter xylosoxidans
a0d52e186b5a4513	27066	Alcaligenes sp.
45911898b897441e	27070	Vibrio cholerae
9d892cb2001e4269	27072	Actinobacillus rossii
d59304a2dabc4373	27087	Treponema phagedenis
6ae17290da4144d1	27101	Streptosporangium nondiastaticum
040540482a5643f2	27122	Halomonas pacifica
bba6c7793f3c4a98	27140	Mycoplasma dispar
f3f5b3a1f89b4336	27143	Serratia marcescens
9da02e92096d4cd8	27156	Citrobacter koseri
27896998f763491a	27201	Mycobacterium smegmatis
f708517bc926431c	27214	Escherichia coli
7749587bcfb74d64	27257	Escherichia coli
a41c20fb07164a43	27315	Pseudomonas aeruginosa
f9a4652ec5244648	27317	Pseudomonas aeruginosa
bb9b5331bd4d4fc8	27324	Clostridium perfringens
8e4378850860434f	27325	Escherichia coli
9709bb88575a426b	27336	Streptococcus pneumoniae
7e5b721e7ee342ea	27337	Peptostreptococcus anaerobius
b1b98349fc2544f7	27375	Laceyella sacchari
1ae425c7d3e64c50	27383	Flavobacterium acidurans
d14a923b059d467c	27402	Cellulosimicrobium cellulans
08a72ff90a414507	27406	Mycobacterium agri
d7828f4f3d014e48	27407	Mycobacterium agri
336c77433b6a4765	27426	Streptomyces cyaneogriseus
170b72e96cfe46bb	27489	Hyphomicrobium facile subsp. tolerans
e5bb0ecd0e444161	27492	Hyphomicrobium facile subsp. ureaphilum
57ddd26d1541447b	27513	Streptococcus constellatus subsp. constellatus
5a6dedc36e1941ef	27515	Burkholderia stabilis
753f9682591842ce	27518	Segatella oris
477e949bc3ac4c60	27534	Bifidobacterium dentium
9d18d26a1ce8467f	27561	Photobacterium leiognathi
df56a3e1bb744e07	27566	Micrococcus lylae
981c5353b20e4eb5	27632	Neisseria gonorrhoeae
5e4db0cdce38494f	27673	Bifidobacterium animalis subsp. animalis
3b9c4d5cbcfe49ef	27730	Thermobifida fusca
16d80fd3208f4824	27749	Gemmiger formicilis
8a6960c444844ccc	27750	Eubacterium eligens
3359d6c99a4e406b	27796	Lysobacter gummosus
0f2ed270fac4415c	27799	Klebsiella pneumoniae subsp. pneumoniae
c866d50ef52742c9	27807	Acidiphilium acidophilum
7b659b719e624e04	27824	Gemella morbillorum
937d36a8b6794e9f	27841	Staphylococcus capitis subsp. capitis
8102a1bc769444a5	27843	Staphylococcus capitis subsp. capitis
d4bc640cc264408d	27883	Pasteurella aerogenes
560d848ff55044fb	27893	Nostoc sp.
d8c491a063ad4d23	27898	Anabaena sp.
e10800c1a1d34b98	27924	Myxococcus xanthus
c7b6ed57b9c74457	27925	Myxococcus xanthus
b4a87226eeff424d	27958	Streptococcus uberis
f5c5a99a0ee64885	27969	Vibrio parahaemolyticus
57e6e4ea7d5f4d35	27970	Providencia alcalifaciens
e4f1180512d14393	27975	Morganella morganii subsp. morganii
96cca6711e6745ac	27979	Thermus scotoductus
a24212444f72430b	27981	Phytobacter diazotrophicus
aa2009156aa84f85	27982	Phytobacter ursingii
c8db452d8c5b4e8d	27985	Enterobacter sp.
9370a7a9a7664098	27989	Phytobacter ursingii
be83c2af7c934842	29008	Klebsiella aerogenes
215066bb8e1d42a9	29010	Klebsiella aerogenes
2750481ed459488b	29021	Serratia marcescens
aff945a3d05247de	29052	Mycoplasma hyorhinis
eeba22484e4c40c1	29063	Citrobacter braakii
7ba2f3fba58d468c	29066	Eubacterium siraeum
04af2bcec665468f	29099	Eubacterium ramulus
8db8cc514a444835	29133	Nostoc punctiforme
fffe31c9e08a43ac	29145	Azospirillum brasilense
73e4169ec5e74299	29148	Bacteroides thetaiotaomicron
4ee21dc2878747ec	29176	Ruminococcus lactaris
d29596680a384c44	29181	Escherichia coli
b66ebed6e3e449e5	29219	Citrobacter braakii
ecf0e9e307bc4b28	29221	Citrobacter youngae
a16e5fdb99a94e98	29222	Citrobacter pasteurii
5c620c0da1b64ffe	29224	Citrobacter koseri
b423d367f2ba4c00	29233	Bacillus subtilis
0ca66302ec634768	29277	Brenneria nigrifluens
761a76a401404262	29279	Brenneria nigrifluens
5c71dbf913954f73	29294	Brenneria salicis
670bf84ef65345c1	29329	Sphaerotilus montanus
4c50b71350004654	29341	Halobacterium salinarum
6c2ac3f5d903405e	29352	Burkholderia diffusa
c4319f80d5c1452a	29411	Nostoc sp.
b7ef11a23ce24667	29487	Lysobacter enzymogenes
330997a865f149ce	29514	Streptococcus pneumoniae
06e841af4261485b	29572	Odoribacter splanchnicus
30b9dff944be48cf	29590	Flavobacterium sp.
3974e2aaaf3a4009	29622	Stigmatella aurantiaca
bd200060ca5c49fb	29631	Salmonella enterica subsp. enterica serovar Typhimurium
b8413565adf740f7	29632	Serratia marcescens
63cf696f79a741b8	29633	Serratia marcescens
4f50e53478084592	29635	Serratia marcescens
30e2021d04724e75	29681	Saccharopolyspora rectivirgula
6bcf837f9b934863	29710	Azospirillum brasilense
613adad65de1498b	29716	Mycobacterium szulgai
a1a4a90c087742f0	29750	Macrococcus caseolyticus
2f790f9437a24684	29806	Streptomyces celluloflavus
f8c47e9830034c30	29841	Jeotgalibacillus marinus
a1d76e4b43b04c72	29851	Providencia stuartii
c600b187cb2c47ee	29853	Morganella morganii subsp. morganii
e9ec2d034f884f30	29885	Staphylococcus warneri
af8a9cca138945df	29909	Yersinia intermedia
f31e54fdc95548fb	29915	Phytobacter diazotrophicus
111278c6a9a64a3b	29918	Kosakonia cowanii
6d12ce24731e4e85	29927	Hafnia paralvei
28efee2f86544286	29934	Salmonella enterica subsp. diarizonae
84b17b0ea0ea4f0f	29936	Citrobacter koseri
d473f51adb814e5e	29948	Paenibacillus validus
f10c2bb3fa524c8e	29968	Staphylococcus haemolyticus
b06cd94960c6417e	29973	Staphylococcus cohnii subsp. cohnii
f4d6d8ad1c6b4025	29974	Staphylococcus cohnii subsp. cohnii
621dbbc788964714	29985	Aliivibrio logei
2763c1de59924bf8	31148	Neisseria gonorrhoeae
15d7113698d94e3e	31171	Pseudomonas sp.
bcee0c67955c4c3f	31180	Streptomyces lasalocidi
52af684af4a84c65	31262	Corynebacterium sp.
832e66849333444e	31275	Neisseria meningitidis
92cb8d0473de4ca3	31361	Escherichia coli
5c5ba5666da74b0f	31437	Bordetella bronchiseptica
12df5431d3234f74	31475	Streptococcus agalactiae
c1ad39d5596a4233	31482	Pseudomonas aeruginosa
46bbd63bc06b4c14	31498	Vibrio cholerae
4cbca2d059bb4fde	31512	Haemophilus influenzae
b441ce9cc77e4f06	31519	Streptosporangium fragile
7ffea549eed949cf	31530	Streptomyces sannanensis
e86b98234d8d451f	31532	Chromobacterium subtsugae
cfe46b661abc4f31	31550	Thermoanaerobacter ethanolicus
7685961438fe433c	31559	Stenotrophomonas maltophilia
6da154d277494967	31571	Burkholderia sp.
6a0769136ba64546	31609	Pasteurella multocida subsp. multocida
ee6d384835054a90	31610	Pasteurella multocida subsp. multocida
f90c1be970dd479f	31626	Tatumella punctata
b61091e80e824bd5	31636	Rhodococcus jialingiae
3ebd3f66ac2542a7	31646	Klebsiella pneumoniae subsp. pneumoniae
c0bf8138f64843e2	31749	Agrobacterium fabrum
ea17ae0157d9444d	31752	Pseudomonas putida
d085455fa7c94c81	31898	Raoultella ornithinolytica
d84e9169e39e44bd	33068	Salmonella enterica subsp. enterica serovar Typhimurium
f8538f8124da4cc0	33113	Clavibacter michiganensis subsp. sepedonicus
d796826ba94946cd	33127	Halomonas aquamarina
ad035abdf97c474f	33148	Vibrio vulnificus
ca7651664dcd48d6	33149	Vibrio vulnificus
73b4e5334a1e4082	3318	Nocardia farcinica
5595735d1cfb46cd	33184	Prevotella denticola
3615efb60a10415b	33203	Lysinibacillus sphaericus
01d1567805034f70	33224	Shewanella hanedai
c8ff880fe789484c	33237	Campylobacter concisus
72daeff2d5d54bd7	33247	Campylobacter fetus subsp. fetus
7d7a2c22650d42bc	33250	Campylobacter jejuni subsp. jejuni
d97d26e68f594ddd	33252	Campylobacter jejuni subsp. jejuni
4bb8afd7dcd8420f	33253	Campylobacter jejuni subsp. jejuni
4c7f773cc00f49de	33265	Thermoanaerobacter acetoethylicus
a4e4c791b9b74a33	33276	Anaerovibrio lipolyticus
4e83962026cd487a	33288	Acetivibrio cellulolyticus
1eda7d6d4da54890	33321	Hoylesella oralis
0d5b6bfc2ebf4c2f	33322	Hoylesella oralis
31abcc5876b64460	33324	Acetivibrio ethanolgignens
0bc83ff423374ca1	33325	Microbispora rosea subsp. rosea
adadcb8c078e49f3	33332	Pectinatus frisingensis
14a7a2ab350e4e01	33334	Insolitispirillum peregrinum subsp. integrum
a93fa8ba9c5549a1	33337	Oceanospirillum beijerinckii
1d752932c1c840f9	33342	Legionella gormanii
f68d4cbfe34a4120	33344	Legionella micdadei
89da8fea1e3a4ca8	33345	Legionella micdadei
b2470acf534c4614	33346	Legionella micdadei
51c6f32490d14985	33379	Edwardsiella hoshinae
5df70b3c2035468d	33384	Aggregatibacter actinomycetemcomitans
7b7bbde5702d436d	33389	Aggregatibacter aphrophilus
c40c037df3a44974	33398	Streptococcus equi subsp. equi
4cd7f2c7befc4767	33399	Streptococcus gordonii
f607379ca1c74b04	334	Lacticaseibacillus paracasei
c964e546149a4def	33415	Actinobacillus suis
78c8c5dbc8fa41a6	33420	Proteus vulgaris
eccdbed606914600	33428	Pluralibacter gergoviae
a9b4e4ba2973433b	33447	Gluconobacter oxydans
f6208982580b4a7c	33458	Salmonella enterica subsp. enterica serovar Typhi
47a6b5175d72494d	33464	Mycobacterium austroafricanum
5a9c922c687f4f66	33465	Mycobacterium austroafricanum
a991d2a826a14f84	33466	Vibrio diazotrophicus
0ddcc8574ace487e	33480	Campylobacter ureolyticus
a93fa3b68dcf4a69	33493	Pseudoalteromonas luteoviolacea
5394999842de4c38	33495	Klebsiella pneumoniae subsp. pneumoniae
bfc0ed78dbc9423a	33496	Klebsiella oxytoca
b101483266ab4db5	33500	Haloferax mediterranei
4f678e1da4ba4be5	33519	Proteus penneri
7444bb089e934406	33521	Treponema denticola
d5fce241ba5b4c4b	33540	Veillonella caviae
fcbe45324ee1410d	33547	Prevotella corporis
d608613ad4434cc2	33553	Mycoplasma pullorum
7e8cce0f44e1460f	33566	Clavibacter michiganensis subsp. tessellarius
8c120df2bec64cab	33573	Segatella oris
b27906d2bf3f4b3e	33584	Pseudomonas aeruginosa
d1c8fbf0ea2c426b	33585	Alcaligenes faecalis subsp. faecalis
f1ea6fc961c742af	33612	Capnocytophaga sputigena
d54aceb31f174dff	33619	Acidovorax cattleyae
33e99f9633f147b3	33638	Yersinia kristensenii
95938baebafc40e6	33639	Yersinia rochesterensis
9cb62e791c7a4e2e	33641	Yersinia frederiksenii
c988b246d3dc4d57	33654	Vibrio mimicus
9c2894ee6ac943ed	33655	Vibrio mimicus
fb581c5e44454372	33659	Aeromonas salmonicida subsp. achromogenes
83a6e1779cc948f9	33672	Providencia stuartii
752c5ef30ff64c14	33693	Fusobacterium periodonticum
37f60933afe64601	33697	Ureaplasma parvum
981c21f40f4448a5	33700	Providencia stuartii
f9120e8515384df8	33728	Mycobacterium ulcerans
df9be4d75fc44dd3	33733	Legionella pneumophila subsp. pneumophila
d9ce8c602cda4b4e	33735	Legionella pneumophila subsp. pascullei
cca52e784f2b4996	33736	Legionella pneumophila subsp. pascullei
355122c8a1674653	33743	Thermoanaerobacterium thermosulfurigenes
3d8417a8a8eb403b	33748	Streptococcus downei
1af5bc7d657f4020	33755	Halorubrum sodomense
666114a76a84437c	33761	Legionella oakridgensis
e86833a397b64db7	33775	Mycobacterium porcinum
38f55823700444fb	33788	Vibrio natriegens
ea65c45576364188	33809	Vibrio fluvialis
82016dac47fd405b	33814	Vibrio vulnificus
d7fb96ac15354681	33816	Vibrio vulnificus
260de60dea834c63	33821	Pseudescherichia vulneris
6d4ce5f716f849e6	33828	Edwardsiella ictaluri
95516919f8994fb2	33829	Edwardsiella ictaluri
7d666d48d89946ed	33831	Edwardsiella ictaluri
9936728496f24f1f	33838	Vibrio alginolyticus
a3cfed00e0f14949	33840	Vibrio diabolicus
936eba7bcbb04399	33841	Vibrio furnissii
1a36750eed5748dc	33853	Ewingella americana
81d7809987174788	33877	Legionella wadsworthii
69a68d10a88e4014	33892	Desulfobotulus sapovorans
4dfb6dea8b6c45cf	33910	Sarcina maxima
c5bca2cdc72247ef	33929	Haemophilus influenzae
67498d63ae2d4824	33950	Alcaligenes faecalis subsp. faecalis
08533b177af34134	33973	Leifsonia xyli subsp. cynodontis
